,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index ,Department,Sentiment,Emotions,Summary,date
1063,37,General,Tops,Knits,886,,"Love the coral color - so pretty in person. it is slightly lower cut on the chest than i expected. 
this is a great top for the weekends!",0,4,1,Product,positive,"love, pretty, great, weekends","coral color, lower cut on chest, great top for weekends",2022-12-10 06:56:38.984771573
1064,43,General,Tops,Sweaters,943,This looks different in person,"I don't think the sweater looks like the one pictured. it's pretty and i love off the shoulder sweaters, but i have to say it's a little scratchy and its a lighter grey than what shows on my computer screen. if i hadn't gotten it on sale and with an additional birthday discount i would send it back. it also runs big. i got an xs/s and it fits perfectly. im 5'6"" and weigh 140. i usually wear a medium in most things and am a size 8. i like it a lot, but i don't love it. it also reeked of patchouli",2,3,1,Product,negative,"disappointment, dissatisfaction, uncertainty, ambivalence, annoyance","scratchy sweater, lighter grey color, runs big, not completely satisfied",2022-12-10 10:35:56.345177665
1065,25,General Petite,Tops,Blouses,824,Adorable take from the typical flannel!,Love this top b/c it's very feminine! got this at 20% off and it's very flattering!,2,5,1,"Marketing, Sales",positive,"love, feminine, flattering","love top, feminine, flattering, 20% off",2022-12-10 14:15:13.705583756
1066,29,General Petite,Dresses,Dresses,1078,Love this dress!!!,"Saw this in store today and had to have it. the pink is a really bright pink - definitely more of a hot pink than it appears in the image online. i am a solid 10, and i bought this in an 8, so it definitely runs a size large. highly recommend!",3,5,1,Product,positive,"excited, satisfied, confident, impressed, enthusiastic","bright pink, runs large, highly recommend",2022-12-10 17:54:31.065989847
1067,51,General,Bottoms,Skirts,1008,Great classic,Ii'm not usually big on lace but this is so unique and versatile that i went for it. looks good dressed up w/a nice top or casual w/a tee. can be worn practically all year. love it!,0,5,1,Product,positive,"unique, versatile, love","unique and versatile lace clothing, can be worn all year",2022-12-10 21:33:48.426395939
1068,25,Initmates,Intimate,Legwear,228,Love!,I love these socks! they are super thick and comfy. the quality feels great and they were cheap!,0,5,1,Product,positive,"love, thick, comfy, great, cheap","thick, comfy socks with great quality at a cheap price.",2022-12-11 01:13:05.786802030
1069,33,General Petite,Tops,Fine gauge,895,Perfect poncho,"I have been waiting for this poncho to hit my local retailer.  it was as good as it looks online. the perfect piece to put on over a tank or t-shirt. you can dress it up or down and i love that it has pockets. i wear a 10 and i bought the m/l, this is meant to be oversized so buy appropriately.",6,5,1,Product,positive,"excited, satisfied, happy, pleased, content","oversized poncho with pockets, perfect for layering, versatile styling options.",2022-12-11 04:52:23.147208121
1070,64,General Petite,Dresses,Dresses,1092,,"Amazing dress! i'm a pear shape, and this dress is a very complimentary cut for me. it's also not too short. the color print on the dress are amazing. i'm very happy!",1,5,1,Product,positive,"happy, complimentary","amazing dress, complimentary cut, happy",2022-12-11 08:31:40.507614213
1071,61,General Petite,Tops,Blouses,850,Unique back,"I was attracted to the colors when i first saw it...then i saw the back of it! the largest sz in the store was an 8.i had to order it, and got a sz 10. i then returned it for a 12 in order for it to drape properly in front. shorter than i usually wear, but worn with a higher waist bottom it fits nicely. and that back! not only is is striking, i am able to wear my regular bra under it, and the straps don't hang out.",0,5,1,Product,positive,"attracted, nicely, striking, able, don't hang out","colors attracted, back striking, regular bra able to wear",2022-12-11 12:10:57.868020304
1072,25,General,Tops,Sweaters,941,Perfect fall top!,I just ordered this top and i love it! it is a perfect top for fall days with a cute leather jacket.,0,5,1,Product,positive,"love, cute",perfect top for fall days with a cute leather jacket,2022-12-11 15:50:15.228426396
1073,50,General Petite,Tops,Knits,866,Wanted to love this!,"I was excited to see this top, ordered it and was disappointed. it was too tight across the chest and had too much fabric around the bottom. i tried this on 3 times hoping for i had been wrong in previous assessments- no luck.",1,2,0,Product,negative,"disappointed, tight, too much fabric, wrong, no luck","tight across chest, too much fabric around bottom",2022-12-11 19:29:32.588832487
1074,31,General,Tops,Knits,863,,I love this shirt. i have it in red. i found the fit tts and looks great casually with a scarf or dressed up with a nice necklace. you can't go wrong with a cute shirt that is soft. i like the length goes just past my bottom in the back but not overwhelming.,0,5,1,Product,positive,"love, great, cute, soft","cute shirt, soft, great fit, versatile",2022-12-11 23:08:49.949238578
1075,35,General Petite,Dresses,Dresses,1095,Worth the required piece of fashion tape!,"Just too much cuteness! the print is amazing, the bow is darling, and the crisp structure keeps it from being too precious. looks amazing on my hourglass shape! runs a bit small--had to size up a bit and felt more comfortable once i put a piece of fashion tape in a spot that gapped a little. definitely worth the splurge!",0,5,1,Product,positive,"cuteness, amazing, darling, precious, comfortable","amazing print, darling bow, comfortable structure, worth the splurge",2022-12-12 02:48:07.309644670
1076,37,Initmates,Intimate,Lounge,623,Cute and comfy,"Flattering fit and design, but the material is thin and they are semi-sheer. great for lounging and the beach! very comfy!",1,4,1,Product,negative,"flattering, thin, semi-sheer, great, lounging, beach, comfy","thin material, semi-sheer, great for lounging and beach",2022-12-12 06:27:24.670050761
1077,43,General Petite,Tops,Blouses,829,Cute and professional look,Purchased this top in navy blue. it is versatile. appropriate for the office and to go out. i specifically like the look with white jeans. it looks put together. the quality is good and there are several nice detsils in the design. highly recomnend it.,0,5,1,Product,positive,"versatile, appropriate, like, put together, good","good quality, versatile top for office and going out.",2022-12-12 10:06:42.030456852
1078,38,General Petite,Tops,Sweaters,927,Pretty and soft,I'm very happy with this sweater--it's very soft to the touch and comfortable to wear. i have the pink version and find the shimmer on the waist and arms to be a nice touch. the only concern i have for this is that it feels like it stretches out a bit easily. by the end of the day the arms feel a bit baggy.,2,4,1,Product,positive,"happy, soft, comfortable, nice, concern","soft, comfortable sweater with a nice shimmer, slight concern about stretching.",2022-12-12 13:45:59.390862944
1079,49,General,Dresses,Dresses,1078,"Weird, unflattering cut","I wanted to love this dress so much so that i ignored earlier reviews and purchased it in two sizes to see if i could make it work. the fabric is gorgeous, but the fit was very unflattering. it's too large on top and hangs awkwardly in both sizes. i considered tailoring to make it work but with this pattern i felt like that would be a compromise. in the end i returned both sizes ast the fabric couldn't compensate for the very unflattering fit.",0,2,0,Product,negative,"love, unflattering, compromise, returned, gorgeous","unflattering fit, returned both sizes, gorgeous fabric",2022-12-12 17:25:16.751269035
1080,39,General Petite,Tops,Knits,863,"Great product, not so great fabric","I love this brand, i literally live in their tops.. this one is a bit of a disappointment. it is made out of fabric that feels cheap, reminding me of a tissue tee instead of the normal thicker quality of all their other products. it's very thin, and see through. unless wearing a camisole/slip underneath, you have to have the perfect bra and pants situation going on underneath- no muffin tops or back fat!!i got the black, and am keeping it only because i love the design, need a black top desperat",10,2,0,Product,negative,"disappointment, love, frustration, dissatisfaction, desperation","thin fabric, see through, love the design, need a black top",2022-12-12 21:04:34.111675127
